_id,LOCATIONID,ASSET_ID,ASSET_NAME,TYPE,AMENITIES,ADDRESS,PHONE,URL,geometry
920,2426,1386,LAKERIDGE PARKETTE,Park,None,46 Lakeridge Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2426,"{""coordinates"": [[-79.1382895766183, 43.7728905752013]], ""type"": ""MultiPoint""}"
921,607,167,CEDARBROOK PARK,Park,"Outdoor Fitness Equipment, Playground",91 Eastpark Blvd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=607,"{""coordinates"": [[-79.2275138034893, 43.7537927252453]], ""type"": ""MultiPoint""}"
922,2455,1502,SECOR MEMORIAL PARK,Park,None,469 Markham Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2455,"{""coordinates"": [[-79.2230076814395, 43.7545438537099]], ""type"": ""MultiPoint""}"
923,489,1274,DRIFTWOOD PARKETTE,Park,Playground,359 Driftwood Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=489,"{""coordinates"": [[-79.5137174397653, 43.7680143938548]], ""type"": ""MultiPoint""}"
924,2573,901,ROWATSON PARK,Park,Playground,37 Rowatson Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2573,"{""coordinates"": [[-79.2019766530729, 43.7488431151302]], ""type"": ""MultiPoint""}"
925,2574,902,ROWENA PARK,Park,Playground,75 Rowena Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2574,"{""coordinates"": [[-79.3154581647911, 43.7502244581586]], ""type"": ""MultiPoint""}"
926,2347,795,OWEN PARK,Park,Playground,150 Gordon Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2347,"{""coordinates"": [[-79.3908472707638, 43.7492882207387]], ""type"": ""MultiPoint""}"
927,481,772,NORTHWOOD PARK,Park,"Firepit, Picnic Site, Washroom",140 Stilecroft Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=481,"{""coordinates"": [[-79.4989291078739, 43.7467895188799]], ""type"": ""MultiPoint""}"
928,2101,1769,HEART PARK,Park,None,1400 Avenue Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2101,"{""coordinates"": [[-79.4148920788023, 43.7183954184291]], ""type"": ""MultiPoint""}"
929,87,297,DUFFERIN GROVE PARK,Park,"Basketball Court, Firepit, Outdoor Ping Pong/Table Tennis, Pickleball Court, Picnic Site, Playground, Skateboarding, Sports Field, Washroom",875 Dufferin St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=87,"{""coordinates"": [[-79.4324881937625, 43.6562981599803]], ""type"": ""MultiPoint""}"
930,2197,564,JULIUS DEUTSCH PARK,Park,"Outdoor Fitness Equipment, Playground",40 Cecil St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2197,"{""coordinates"": [[-79.3971283108923, 43.6567057544753]], ""type"": ""MultiPoint""}"
931,2172,128,BRIGHT STREET PLAYGROUND,Park,Playground,50 Bright St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2172,"{""coordinates"": [[-79.3597205432931, 43.6562031570915]], ""type"": ""MultiPoint""}"
932,190,191,CHELSEA AVENUE PLAYGROUND,Park,Playground,103 Chelsea Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=190,"{""coordinates"": [[-79.4557474611854, 43.6573752811392]], ""type"": ""MultiPoint""}"
933,864,873,RICHVIEW PARK,Park,"Ball Diamond, Playground, Sports Field",555 Martin Grove Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=864,"{""coordinates"": [[-79.5615651442059, 43.6771675484394]], ""type"": ""MultiPoint""}"
934,1041,1561,VILLAWAYS PARK,Park,None,4600 Leslie St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1041,"{""coordinates"": [[-79.3669801863882, 43.7755797493177]], ""type"": ""MultiPoint""}"
935,2513,1129,WILLOWFIELD GARDENS PARK,Park,None,97 Pachino Blvd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2513,"{""coordinates"": [[-79.3090462427378, 43.7645285361646]], ""type"": ""MultiPoint""}"
936,465,119,BOND PARK,Park,"Ball Diamond, Tennis Court, Washroom",120 Bond Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=465,"{""coordinates"": [[-79.3512498980165, 43.7464153772271]], ""type"": ""MultiPoint""}"
937,463,62,BANTING PARK,Park,"Picnic Site, Playground",40 Banting Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=463,"{""coordinates"": [[-79.4593001429813, 43.7490016872829]], ""type"": ""MultiPoint""}"
938,1005,1277,DUNCANWOODS GREENBELT,Park,None,2470 Finch Ave W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1005,"{""coordinates"": [[-79.5566793162048, 43.7502467317551]], ""type"": ""MultiPoint""}"
939,2109,1176,BAKERTON PARKETTE,Park,None,25 Bakerton Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2109,"{""coordinates"": [[-79.2228271076436, 43.7466339371684]], ""type"": ""MultiPoint""}"
940,687,646,LONGWOOD PARK,Park,Playground,38 Longwood Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=687,"{""coordinates"": [[-79.362559282199, 43.748254125509]], ""type"": ""MultiPoint""}"
941,2306,1297,FAIRCHILD PARKETTE,Park,None,51 Fairchild Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2306,"{""coordinates"": [[-79.4209208980448, 43.7853604616437]], ""type"": ""MultiPoint""}"
942,2532,823,PLEASANTVIEW PARK,Park,"Outdoor Fitness Equipment, Playground",61 Pleasant View Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2532,"{""coordinates"": [[-79.3360321363675, 43.7834790551696]], ""type"": ""MultiPoint""}"
943,4,218,COLONEL DANFORTH PARK,Park,"Dog Off-Leash Area, Picnic Site, Washroom",73 Colonel Danforth Trl,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=4,"{""coordinates"": [[-79.1687754145314, 43.7784151332445]], ""type"": ""MultiPoint""}"
944,660,481,HIDDEN TRAIL PARK,Park,"Outdoor Ping Pong/Table Tennis, Playground",506 Hidden Trl,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=660,"{""coordinates"": [[-79.458455215459, 43.7841521875966]], ""type"": ""MultiPoint""}"
945,1470,737,MORNINGSIDE PARK,Park,"Firepit, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground, Washroom",390 Morningside Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1470,"{""coordinates"": [[-79.2050384385216, 43.7780465017265]], ""type"": ""MultiPoint""}"
946,447,730,MONDEO PARK,Park,Playground,80 Mondeo Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=447,"{""coordinates"": [[-79.2890753386945, 43.7663779304641]], ""type"": ""MultiPoint""}"
947,723,811,PELMO PARK,Park,"Ball Diamond, Outdoor Dry Pad, Pickleball Court, Playground, Tennis Court",171 Pellatt Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=723,"{""coordinates"": [[-79.5176161188015, 43.7133754999674]], ""type"": ""MultiPoint""}"
948,694,725,MOATFIELD FARM PARK,Park,Sports Field,355 Lesmill Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=694,"{""coordinates"": [[-79.3586395216856, 43.7641211301685]], ""type"": ""MultiPoint""}"
949,2174,979,ST. ANDREWS PARK - SCARBOROUGH,Park,Ball Diamond,50 Brimorton Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2174,"{""coordinates"": [[-79.255832027612, 43.7669358261106]], ""type"": ""MultiPoint""}"
950,2315,110,BLACK CREEK PARKLAND,Park,None,1650 Finch Ave W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2315,"{""coordinates"": [[-79.5095169350272, 43.7656160880799]], ""type"": ""MultiPoint""}"
951,3717,69462,ISAAC DEVINS PARK,Park,"Outdoor Fitness Equipment, Playground",55 Isaac Devins Blvd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3717,"{""coordinates"": [[-79.5320643962953, 43.7296208834166]], ""type"": ""MultiPoint""}"
952,2144,93,BESSARION PARKETTE,Park,None,72 Bessarion Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2144,"{""coordinates"": [[-79.377107353803, 43.7688188603863]], ""type"": ""MultiPoint""}"
953,2359,887,ROSA AND SPENCER CLARK PARKETTE,Park,None,61 Guildwood Pkwy,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2359,"{""coordinates"": [[-79.202572618636, 43.7458802925035]], ""type"": ""MultiPoint""}"
954,2607,973,SOUTHWELL PARK,Park,Playground,25 Southwell Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2607,"{""coordinates"": [[-79.355763865711, 43.747184230991]], ""type"": ""MultiPoint""}"
955,3699,73006,LIVINGSTON ROAD PARK SOUTH,Park,None,61 Livingston Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3699,"{""coordinates"": [[-79.1977246376559, 43.7452265714464]], ""type"": ""MultiPoint""}"
956,2332,396,GARDEN AVENUE PARKETTE,Park,Playground,34 Garden Park Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2332,"{""coordinates"": [[-79.2721583164436, 43.7854487915637]], ""type"": ""MultiPoint""}"
957,1094,830,PORT UNION VILLAGE COMMON PARK,Park,"Playground, Washroom",105 Bridgend St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1094,"{""coordinates"": [[-79.1350959708521, 43.7757496415055]], ""type"": ""MultiPoint""}"
958,2317,1744,FINCH PARKETTE,Park,None,30 Finch Ave E,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2317,"{""coordinates"": [[-79.414222186896, 43.7803497301628]], ""type"": ""MultiPoint""}"
959,2086,29,AMBROSE PARKETTE,Park,None,5 Ambrose Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2086,"{""coordinates"": [[-79.3707723527528, 43.7707925811019]], ""type"": ""MultiPoint""}"
960,2231,1404,MANSE ROAD PARK,Park,Basketball Court,440 Coronation Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2231,"{""coordinates"": [[-79.1721177127431, 43.766196646931]], ""type"": ""MultiPoint""}"
961,3702,106,BIRKDALE RAVINE,Park,"Outdoor Fitness Equipment, Playground",1297 Ellesmere Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3702,"{""coordinates"": [[-79.2626918695996, 43.7636620731995]], ""type"": ""MultiPoint""}"
962,2078,2,ABBOTSFORD PARK,Park,Playground,2 A Abbotsford Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2078,"{""coordinates"": [[-79.4216115097544, 43.7706298923107]], ""type"": ""MultiPoint""}"
963,2448,656,LYNEDOCK PARK,Park,Playground,29 Lynedock Cres,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2448,"{""coordinates"": [[-79.3313406210611, 43.7623052666383]], ""type"": ""MultiPoint""}"
964,2161,124,BRATTY PARK,Park,None,40 Bratty Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2161,"{""coordinates"": [[-79.4959786920388, 43.7573494096024]], ""type"": ""MultiPoint""}"
965,3842,72262,58 CURZON STREET PARK,Park,Playground,58 Curzon St,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3842,"{""coordinates"": [[-79.3324514725014, 43.6648415854447]], ""type"": ""MultiPoint""}"
966,2399,498,HOLLIS KALMAR PARK,Park,None,146 Kalmar Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2399,"{""coordinates"": [[-79.2716254579454, 43.6939762467253]], ""type"": ""MultiPoint""}"
967,1057,275,DENTONIA PARK,Park,"Ball Diamond, Basketball Court, Cricket Pitch Field, Outdoor Ping Pong/Table Tennis, Picnic Site, Playground, Sports Field, Washroom",80 Thyra Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1057,"{""coordinates"": [[-79.2929017260679, 43.6936797661395]], ""type"": ""MultiPoint""}"
968,2586,572,KEMPFORD PARKETTE,Park,Playground,15 Santa Barbara Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2586,"{""coordinates"": [[-79.4170924625699, 43.7749425923569]], ""type"": ""MultiPoint""}"
969,2268,769,NORTHTOWN PARK,Park,Playground,435 Doris Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2268,"{""coordinates"": [[-79.4115908004786, 43.7757999254538]], ""type"": ""MultiPoint""}"
970,3781,70942,CHIMNEY SWIFT PARK,Park,Playground,19 Glen Agar Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3781,"{""coordinates"": [[-79.5509875958185, 43.6615197110276]], ""type"": ""MultiPoint""}"
971,586,1138,WISHING WELL PARK,Park,"Ball Diamond, Playground, Tennis Court, Washroom",1700 Pharmacy Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=586,"{""coordinates"": [[-79.3166203958992, 43.7698684464757]], ""type"": ""MultiPoint""}"
972,620,988,ST. MARGARETS PARKETTE,Park,None,4138 Lawrence Ave E,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=620,"{""coordinates"": [[-79.1926058208712, 43.767485611936]], ""type"": ""MultiPoint""}"
973,2610,1515,SPRING GARDEN PARKETTE,Park,None,123 Spring Garden Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2610,"{""coordinates"": [[-79.4060564195646, 43.7650326303163]], ""type"": ""MultiPoint""}"
974,543,1036,THOMSON MEMORIAL PARK,Park,"Ball Diamond, Dog Off-Leash Area, Firepit, Outdoor Fitness Equipment, Picnic Site, Playground, Sports Field, Tennis Court, Washroom",1005 Brimley Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=543,"{""coordinates"": [[-79.2533708884253, 43.7575786212131]], ""type"": ""MultiPoint""}"
975,2357,1336,GREY ABBEY PARK,Park,Playground,180 Greyabbey Trl,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2357,"{""coordinates"": [[-79.1749894746347, 43.7563850574885]], ""type"": ""MultiPoint""}"
976,3838,60722,RACCOON PARK,Park,Playground,86 Soudan Ave,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3838,"{""coordinates"": [[-79.3950601910284, 43.7051711346064]], ""type"": ""MultiPoint""}"
977,3578,60822,SILVERTHORN PARKETTE,Park,Playground,181 Scott Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3578,"{""coordinates"": [[-79.4710649186293, 43.687518317438]], ""type"": ""MultiPoint""}"
978,2584,917,SANDOVER PARK,Park,Playground,10 Sandover Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2584,"{""coordinates"": [[-79.334108821812, 43.7607992253483]], ""type"": ""MultiPoint""}"
979,44,300,DUNCAN MILL GREENBELT,Park,Sports Field,100 Moatfield Dr,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=44,"{""coordinates"": [[-79.3484035386963, 43.7602330567156]], ""type"": ""MultiPoint""}"
980,2456,414,GLEN AGAR PARK,Park,Playground,331 Martin Grove Rd,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=2456,"{""coordinates"": [[-79.5563835463937, 43.6621286381339]], ""type"": ""MultiPoint""}"
981,3799,76802,LOVE PARK,Park,Dog Off-Leash Area,96 Queens Quay W,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=3799,"{""coordinates"": [[-79.3798155002312, 43.6406938196058]], ""type"": ""MultiPoint""}"
